p_hate,text
0.6806930838523495,"Sabse bada dhokha to mere naam ka istemal hai. jiske bharose rajneet se juda, wo #gujarat khone ke dar se congress se seat baant liye. matlab jati kisi bhi desh ke liye terrorism se kam nhi. Demonetised notes ka channel, real estate, alcohol, fuel par gst nahi? Pads par hai ??!"
0.7097911091361269,"jagga, tera hate karna banta hai. Tujhe toh sara india hate karta hai....shame on u"
0.6046005694265206,Ma vasno Devi ke mandir Jane se sare paap Kat hate h aur man ko saanti multi h JAI MATA DI D.KUMAR.P pic.twitter.com/DhZfxSGq18
0.5577244136667265,ha yeh sikhata.Be Hai ki kisi ko use mazhab se hate mat Karo par Koi tumko kattarpanthi se terrorize kare saho bhi mat
0.7599294901547505,defend unko karte h jinhone kuch kiya ho  ik ik lopa fans hate bani as if inke ghar se ptanhi kitna chura kar gyi h
0.531134309768076,"Don't throw chameli but I remember ipkknd,nafrat paas aane na den mohabaat door jaane na den,ab inn ishqbaazon ke pyaar ko kya naam doon?:("
0.5196774447280244,"Isiliye baat baat par gali dene par as hate ho,"
0.5422607593074402,"@Ravisrkian @iamsrkknight waise ek baat hai tum srk ke bina ek din nahi guzar sakte chahe like karo ya hate ADMIT IT, Please"
0.522329713624373,apni hee sabha ki tasveer dil hate ho
0.6651641570297637,tumhari Cong hoti tou Italy k rishtedar ammer ho hate yahan sage Bhai bhi nahi corruption kahan
0.5740763874444551,Khud Kisi ko hate krte ho to apne AAP ko ya apne perception badal paate ho
0.5801710165661006,Ye brainless bhakt h jinhone rape ko bhi Hindu muslim bana dia
0.6568232574354526,@abpnewstv Delhi rape case k waqt sadko pe utar aye insaaf ki baatein ki kya ye bachi Alag h kya ye is desh ki beti nahi thi
0.5790706271677447,"mahajiron se kisi ko bhe nafrat nahe hai,mostly log mohajiron ki tragedy ko samjhte hain.aur ,but altaf husain ne qatal o gharatkar ke mohajir cause ko badnaam kar dia hai."
0.5717983631508851,Dear @gulenaghmakhan main aapki bahut badi fan hu kyonki aapne mujhe aarshi aur mere #rikara jaise itni intense jodi di but still now i hate you kyonki aapne mere rikara ko mujhse 6in liya ab se main aapki fan nahi hun.
0.6013196999420268,Aur rhi bat safe hone k na to uspe kisi ne koi favor nhi kia smjh aaya? Wo jo h khud se h hina k trh do pets le knhi chli poore season me na hi do muh ki bni. Kl to hina bda priyank ko hate uh hate uh kri bt akhade me priyank ko cheer kri  ab unhi pets ko nominate
0.5951568373071193,Tera hate bhi chlega
0.6321660640679448,har baat ma beti pe hi aakar rukti hai.  Apni ko parde me rkho dusrey ki rape kro.
0.5438981032323426,Yayyyyyy koi to aya hate my
0.6270201848677042,Matlab kuch bhi . Search rape capital . In twitter.  Sach samny aa jaye ga pic.twitter.com/DOiiDzTh7A
0.6052543758071308,7 sheed huwe too 14 mar gairaye gee dost..but piche nhi hate ge Pakistan ka baap hai India aur ushko ek din jhukna hoga
0.5724089286635186,Tere behan aur beti ka rape karega dahi bhale wale ki aulad https://twitter.com/hassannisar/status/915860541746368512 …
0.5103381793459143,Saheb 60 sal.Kyabhutta. bun rahe tha or. Kabhi cort nahi gaye ho pahle pata karo rape ke 95%case forge hote he tum jaise media kanon banwaya
0.6586470347068596,Ajkaal to usse achcha kaha jata hai jo dr ahmed ya tarek fatah jaise mahapurusoko dil wo jaan se mante hai..ye nafrat pahelane log apke guru ho sakte mera nahi..mere liye vivekanand jaise sakshiat jo kahete the hindu ya muslim her indians are my brother
0.556107215050592,par tum logo ki tarah dusre desh jaake Rape nahi karte.logo bagte hai Pakistan sun ke kaahi bomb na fod de
0.5296374432867839,tum kaisi aurat ho...SRK ko hate karti ho?? Shame on u..
0.7321977101504511,Par uske bad to kisi ki hate ka bhi koi faida nhi hoga
0.536082847967889,Sukanya devi ka rahul Gandhi ne rape kiya or Poora pariwar gayab kara diya.. Uss bare me kuch bolna chahenge?
0.5225042518841696,Aur tujh jaison ke JARURAT :D :P Hume bhe nahi ... Asli Terrorist to tum jaise log ho Jo dilon mai nafrat rakhtey ho
0.5381544033881507,Sir ji I am sure chillane se kuchh valid nahi ho jata but I am more sure ki solid argument dene se bhi kuchh nahi hai..jinko jisko support karna hta hai wo karte hain..Yezidi women ke rape ke kitne solid argument chahiye..poori duniya me bataiye kitne powrful log saath hain.
0.7950318757855731,Ye aur iska pati @sardesairajdeep  Gaaliya khaane ke liye hi tweet karte hai it seems. Jaise hi ye kuchh bolte Hain.saare log gaaliya dene lagte hain.But for bhi ye Kabhi introspection Nahi karte ki log hame itni hate kyu karte hain.i tell you.coz you are Cong stooge and traitor
0.562981501288555,Sab hate hi karte hai iss pyari si bachhi ko..
0.5172936621734198,Paaji jyada W!! wale words health ke liye thik nhi h....
0.6760716885859809,@asitcsharma up me dikha raha mp Rajasthan jharkhand ke rape aur Haryana ke cm ki badjubani ko bhi twitte kariye
0.521831701472396,"Waah..hate him or love him you can't ignore him..Baar Baat Dekha na trailer..kaash to DBB, Raabta Aur SDR bhi baar baar dekha hota"
0.5950890839607846,Bhai yeh desh mera hai.. Poore desh se mera khoon ka rishta hai.. India se na hoga th kya Italy se hoga
0.6391361016564566,kaun h vo log jo Hina Akash or luv ko vote kr rhe h...dil khi kho diya kya??? nafrat bdi cheez h.....
0.575328042377492,tum kyun hate karte ho usko?
0.5554748576060949,"Jab Bhartiya Mari ki Asmita roj rapists dwara tar tar hoti hai, tab apki raksha karne ki kshamta Kahan Chali jati hai. Sabse jyada rape Rajasthan me hote hain. Aaj ki dekhiye,Hazar saal purani kahaniyon se Prerna leejiye."
0.5183024543482766,Milne kaha aana hoga. Paise nhi hai. Aur emotionly pareshan hun. Ya to aap aajao. Yaha mumbai me shelter ka aur rape victims ke liye do project karo. Nirali korodia animal welfare sambhalegi aur mujhe rape victims ke liye project chahiye.
0.7349805166257175,kya chahiye unse hate k liye
0.585624857039214,Yar ye @wajih_sani gang rape ki padaish hai
0.5424965124122584,@ShatruganSinha_ Agar aap ko lagta hai ki party mai aap ka satkar nahi  ho raha hai to aap party se alag kaheko nahi ho hate ho. Tum gaddar ho.
0.5511813179621575,Qalam o Kalaam hi k zarye bandooq utai jati hay. It's called hate speech. https://twitter.com/_Kintsukuroi_/status/819635429993496577 …
0.5457112745512622,"I hate dis Condolences,akhir kab tak?? Ab waqt hai pahele protesters ki legs me Goli marne ka ,jo jis bhasa ko samjhta hai"
0.7386439487409829,Ek choti bachi jo gita je shlok pade uss se darr gaye aur rape threats aur gali dene lag gaye tum jaise jihadi... Ek bacchi se hi gaand faat gayi.... Yeh to Israel ke PM hai.... Samne aye to moot dega
0.7300116520708175,"Bat krni aati nai,aajati hai,duaro KO bolne. Phle khud k greban me.jhank k dekh khud ki chez kitna ziada bolti. Ap log to tameez e bhul hate ho jaise hina Ne apka qatl krdia ho ufffff...."
0.5092605142658849,Vikaas is real ok ? Smjhao phr pehlay shpa se hate phr love aur peth peechay burai. Isk bad priyank se itni nafrat shakal nh dekhao ye wo sab aglay hi din hiten k jatay hi sab thk hogya KAISAY?
0.6982699951935376,Paki log zyada hate kartay hain
0.5276664005835059,Sambit patra jese paaltu kutto ke liye ek ms agar modi inki maa ka rape bhi karde to ye kahenge inki maa ka chracter kharab hai modi sahi he
0.6378111183485199,phir kyon jhel rahe hain unko...he was Hindu Hriday Samrat till he gave hate speech...
0.676022987460939,#CorruptSystem jaan kisi bacche ki jaayee ya rape? income ke naam se desh mein crime kaun chala raha hai?
0.5392563975267831,Ghatiya Gandagi Gairgujri Gulchharrey udaney walo ...Hatred Pungi
0.7794416547771795,"koi baat ni , glad for manveer but hate manu!inko votes ki zyada zarurt hai wese b! lOL"
0.6280971680353252,use hate karo jo eksath itne msgs send kar raha hai
0.5355885110230456,"aur vaise bhi srk ne aisa kuch kia nai hai jo tum usko hate karo selfmade star hai vo .,respect karo"
0.6769593514152298,"Cow k naam pe log bhi nafrat mai haiwaniyat pe uthar aate hai,bina jane gunah kar baithey hai politician ki vote bank bharne k liye"
0.5176549808516064,Q tumhare rape honay k baad ab pehenti he nahe kiya? Adat se hogae hoge. Nahe?
0.6049852453941184,Jb delhi rape hua zalim rappist ko saza di gai hmne ibsaf ko bosa liya lkin kya bijnore kand rape ni thi ...
0.5971340986664476,"to AAP ke isare par AAP ke MLA Sandeep ne rape kiya hoga,ek Minister ne wife ko torcher kiya hoga aur nakli degree bhi...."
0.7020155748988242,Bhaijaan I don't like this post ye new year hota to theek tha but ye tyohaar hum musalmaanon ka nahi hai I hate this post please delete and (Allah) se tauba karo
0.5113942615370417,"Vaise media walon ke bhi rape ke maamle saamne aate rahe hain, tumhari media society ko kisne ganda kiya hua hai uska bhi report nikalo"
0.5407270540727203,Que from @RanaAyyub :  aap kisi father ko uski beti ke #rape case me death penalty nahi de sakte uske 40 baccho ka kya hoga? https://twitter.com/vikingthakkar/status/834070912806842368 …
0.7210281763724674,allergy kafi sahi word hai  hate it  https://twitter.com/virendersehwag/status/818301370075910144 …
0.7286877120515632,iss desh me rape to kar sakte hai lekin rapist ko thappad nahi maar sakte...
0.5882492299448212,Jai trop hate putain
0.6239440773079242,jaab do log ek dusre se pyaar karte fer mutual separation kaise ho sakte. Only hate can do that n vohi huya
0.6118969319100925,Uff itni nafrat karachi se? Poora timeline hate tweets rts se bhar diya. Celebrate ur win yaar dil bara rakhen! https://twitter.com/AdilQureshi_/status/833772700543901696 …
0.5476854693290985,Kafi sankalpit ho aap ki #DwarkaExpressWay kabhi bane hi na aur #KherkiDaulaToll kabhi hate hi na. Poster bana ke tweet kar dene se hum thodi maan lange aapke jhoot ko saach. #RERA dilute kia aur online RTI bhi nahi #Haryana me
0.5640530164964794,Maine khud bahut baar condemn Kiya hai aur Kisi bhi ghair muslim se zyada ek sachaa musalman karta hai . kyunki terrorism se sabse bada nuqsaan musalman ko hua hai
0.529611714884426,"too apna khandan suar se chudwa kar aya hai , tere Randistan main tw rape bhi bohat hote hain , Lol Rapist Randians"
0.5798999120014342,Toh 12 saal se upr wali kisi ki maa beti nhi hai ya unko rape ho koi fark ni?
0.6640671459908405,#MyDadAlwaysSays That Kisi Se Nafrat Utni Hi Karo Ke Mohabbat Ki Gunjaish Rahe.
0.647752940717438,Ek movie ne logo ko gyan gyani bana diya.  Haryana me rape horahe hai kabhi uske liye b lecture dedijiye ya beti bheno ke liye guru gyan khatam hogua apke pass
0.5413388029059603,Court ne dekha isiliye abhi tak doshi nahi mana. Lekin media ne yahi bataya ki rape ki pushti ho gayi hai aur sabhi log uski bat man gaye
0.6331318355126881,At least kisi ko Female hone ka taana nahi marte. Aur wese Rape k leay tou No. 1 hai he
0.6817432403167051,"kah kah kah kah, haters gonna hate hate hate hate"
0.5417296234025071,kuna hate speech yurushwa ati ni walughya sana sana waupatanishwa
0.5424159445232946,Hate ki baat ho rahi h na?
0.6226174918842959,dushman ka dushman dost hota hai na we both hate our 7 phuphoz
0.8272771029703998,Uska land juhsleh sala suwar ka awlaad.. yeh harami logoh neh tera maa behen ko chodaa taa.. tum sab ko yeh goreh log rape kiya taa.. salaaa
0.8007220428753374,tumhare jaise muslim hate ke chalte Kashmir me AFSPA ki aad me wala rape abduction jaise crime karte ho or puri army badnam hoti hai.
0.5360859230288068,Lol ! Aaja bhai le le tu Kashmir ... inko toh hum fashi dekar marenge.. we don't hate pakistan n pakistani.. but this is intolerable..
0.5902454831759331,@sureshkumar8873 hate ko ghas Khe la ne gay a hai
0.5807685256298055,@Sohail10597Khan @MesutOzil1088  apni marwaane nahi dusro ki maarne waapas aaya hai. Yaad hai na 20 min. Me kaisa 3-0 rape kiya tha manu ka
0.5316027020335448,Socho tableeli ki kb tak hum bhutto k name pe muhtrma k name pe vote dete rahe gaiy aor ye choor loog hmare khoon passinay ki kamai khate ha
0.6387810129921989,Jo Insaan rape karta hai usi ke saath jaa rahe hain. Maadarjaat
0.5656605573467621,aur awaam apni betiyan rape karwanay ka intezaar karay? Yehi matlab hai na aapka?
0.8550702890691023,kina raakhyaa? Hate brigade le raastra baadi bhanera hate failaaulaa
0.5513243175754545,really !! Kuch bacha hai mazaak udaane ko ya hate k liye ? *Smh* @PolyesterPalla
0.5457387839743584,Abey thullon idhar rape pe rape ho raha hai udhar tum aise chutiyaape faila rahe ho. https://twitter.com/cnnnews18/status/877130125245956097 …
0.514517675315968,Tera gyan bas yehi tak tha dimwit. Waise laal salaam walo ke liye to danga aur rape bahut common baat hai
0.7769157008677839,yeh toh pathani kutte hain ko  ladkiyon ka rape karte hain yaad nahi bangladeshi ko 1971 mai kisne rape kiya PORKI
0.5175496914562157,Yhan bat hate ki horhi hai.
0.5139971036610844,"insaaf ka tarazu ka rapist khulle aam rape kar raha hai ab to, ha ha ha ha"
0.704136263805951,KYa timepass kar rahi hai....sadak pe kisi se bhi poochoge to bolega hi ki rape roko...is this a selfie campaign
0.7001267752965152,"Bki hate ho,wo hate wala Nazar kiske lya he yea samajh ne k lya app kafi samajhdar he."
0.6173062618866891,bhai tm hate krte rho tmse yahi umeed hai...aur muje yakin h ki umeed ni todoge..
0.7394048189745375,I hate heena too par bhai gali mat do
0.5587117956640084,@alamgirizvi @RealQueenSimren @Anjupra7743  koi Baba larkio aurto ko Bandi banake rakha hai media akh band rakhe.koi rape ho media akh band rakhe.koi udyogpati loot Raha Desh Kai paiso ko media ki akh band.unemployment faila hai industry ki Halat kharab media ki akh band.
0.6170869968900806,Kitni shiddat se u hate pyar!
0.677487639981939,"Yukh, hate atay jaisay chitti larki"
0.5162533239553896,"Ye to Hinduo se nafrat karta hai na....fir Mandir k dhakke kyu...isse Astha se koi mtlb nahi, elections se hai."
0.6020203153494496,"Terrorism ko choro Uncle apni Biwi,Beti aur ane wali Baho ki fikar karo aisa na ho kisi Market,Auto ya Metro may Rape ho jye unka"
0.5544603346785136,fazool mei SRK ke liye aur hate badh jaayega bc.
0.6314145913345415,Rajestan police ke ye jankari di hai ki sanbhu suvar khud apni bhahen ka rape karta tha
0.673167537547912,"Lekin tum log terrorism krte raho, bs films banana chor do. Ghatiya films aur ghatiya actors."
