my_note,outcome,p_hate,n_words,lex_hits,script,text
,MISSED,0.3277905189892307,24,0,mostly_latin,"Aabay kisi Sasaty Khoon kay Jaraseem jo 3 ghar and Bivi Bhai n cousin ki jobs ki baat hay us ka jawab day khotay,"
,MISSED,0.330069434462832,10,1,mostly_latin,In San logo ko sir e aam phansi Deni chaiye
,MISSED,0.33459307919936887,24,2,mostly_latin,jis Ke upar rape ke mukdme hai chahe wo Kisi ki Party ka ho wo duniya ka sabse bada haramkhor h chahae kisi party
,MISSED,0.3356606355218128,4,1,mostly_latin,Hindu rape hindu girl
,MISSED,0.3366851328056753,29,0,mostly_latin,Bharat ko aazadi dilane mein ww2 ki bhi khas bhoomika rahi hai aur ww2 Hitler ki wajah se hua tha to Gandhi ke saath HITLER ko bhi yad karo
,MISSED,0.3372647275623823,22,1,mostly_latin,bhul gye ya yaad dilaye india ne sirf13 days k andar pakistan ko haraya tha sabak sikho aur terrorism band karo samjhe
,MISSED,0.3380731540057277,23,2,mostly_latin,Mughalo k rape ka nateeja hai tu osama bin laden ki aulaad......dekh kahin agla bomb teri maa k gaand mein naa fatt jaye
,MISSED,0.33840669957952013,11,1,mostly_latin,Yeh koi delhi nhi jahan buson main rape hoty hain smjhaa
,MISSED,0.34103101784829726,16,0,mostly_latin,Kaisa Thakur hai tu apne purkho ke naam pe free mein sirf garv karna jaanta hai
,MISSED,0.34115566746666404,26,1,mostly_latin,uni jake kya karegi. sunni to tujhe gaaliya hi h btw agr aankh khol ke gor se dekhegi to pata chalega virtual gang rape hua tera
,MISSED,0.3419762053660496,23,2,mostly_latin,Bhikh me Mila hu desh baris se bachne ki aukat nai baat karte Ho rape karne ki benched zinda jala do Pakistan ko
,MISSED,0.35060139582208005,19,1,mostly_latin,Iski maa gai hogi koi Mandir mein to bhahubai ne rape Kar dala hoga isliye iska naam bhahubai hai
,MISSED,0.35104370476729235,8,1,mostly_latin,Baap nay Bharat mata ka rape kar diya
,MISSED,0.3526665541957008,26,1,mostly_latin,"Kal to news se tumhara ye topic nikal jayega, koi aur mudda soch lo chtukarita chamkaane ka. Dukaan khol rakhi hai tum jaiso ne nafrat ki"
,MISSED,0.3534414897185343,12,1,mostly_latin,ye log kaha jate h jub ek gul ka rape hota h
,MISSED,0.3578806047006673,6,1,mostly_latin,Pyaar sai hate kertay hain na
,MISSED,0.3589286210301211,16,3,mostly_latin,corruption bhi terrorism jitna bara nasoor hai. Dar sahb ka us baray mai kia khyal hai?
,MISSED,0.3611539479709252,20,1,mostly_latin,@VipinKumarTA Gang rape for bears.. wo bhi 45 din se... kya haal ho chuka hai bears ki G@@@D ka !
,MISSED,0.36222174311262745,14,1,mostly_latin,Ab Baat nafrat Ki hy Tw Soch Tera Kiya Hoga ... — feeling angry
,MISSED,0.36232119124269146,27,2,mostly_latin,agar yaha rapes hote bhi hain tou ratio india wala nahi hai . zara apna ratio dekho ja k tumhari har gali main rape ho raha hai
,MISSED,0.3633827312107312,21,1,mostly_latin,prostitute k pass bhi jaane k baad hawas poori na hoti toh rape pe aa jate hai...hawas ki hadh hai bhai...
,MISSED,0.3640556474208545,17,1,mostly_latin,Tumhari amma ka rape mera baap kar chuka ab papu karega tu video banake paise kama lena..
,MISSED,0.3699216003131878,27,1,mostly_latin,correct. y log tab tho aate nhi jab kise k saath rape hota hai jab kise ladki ki insult hote hain tab kaha hote hai y log
,MISSED,0.37029532256246217,50,2,mostly_latin,Haa tumhe toh bakriyo ka aur murgiyo ka rape sikhaya jata hai isiliye tumhare yahan sirf bakriyo ke hi hospital hai baaki sab toh bimar Paki India se bhik mangte hai visa ke liye taaki apna ilaaz yaha aakar kara sake.  Ye le tere liye gifts aur inka rape karle.
,MISSED,0.3704895327079012,16,1,mostly_latin,Buzurg Shahri Ko Firing Kar Ke Qatal Karnay Walon Police Aahalkaron Ko Phansi Do https://twitter.com/FarazWahab1/status/833677337191387138 …
,MISSED,0.37285129968797165,7,1,mostly_latin,to bhi I hate mulla mulayam party
,MISSED,0.3738812570722076,12,0,mostly_latin,Ghumo gareeb desh ke gareeb logo ke khoon pasine ke tax se..
,MISSED,0.375945179593234,16,1,mostly_latin,Kasur tumhara nahi tumhere Allah ka hai Jo 9 saal ke bachi ke saath rape kiya
,MISSED,0.3795126268463203,3,1,mostly_latin,Chingri ko hate
,MISSED,0.3916677774255558,8,1,mostly_latin,Aaj se @bani j ko hate karna suru
,MISSED,0.3925609132208411,19,1,mostly_latin,Hudda ke samay me isase double rape hote the lekin us samay sonia bolti thi.. hai na https://twitter.com/outburstindia/status/954778515492151296 …
,MISSED,0.3952520652735558,19,0,mostly_latin,Tumhe journalism ke naam pe dhabba bhi nahi kaha jaa sakta kyonki ye sab to tumhare khoon me hai.
,MISSED,0.3985064425009001,15,1,mostly_latin,Yaar ab khujliwal k muffler ko dekh mujhe muffler s nafrat ho gyi hai   http://fb.me/2UnAI54iW
,MISSED,0.40543389204015157,33,1,mostly_latin,Abe bc rape karna ek dimagi bimari hai...kam se kam ise to rajniti se mat jod...rape karne wala bhi ek aatankvadi se kam nahi hai...dimag hai to us ko beta use bhi kar...
,MISSED,0.4067106377543095,15,1,mostly_latin,@ArvindKejriwal sir naliya rape case in Gujarat kya aap bhi aise pagalbillo ko ticket doge
,MISSED,0.4070317035396633,7,1,mostly_latin,Mujhe nafrat ho gyi hai Twitter se
,MISSED,0.41165426917970976,13,1,mostly_latin,Rape karnewale koi aur nahi Roopa k paapi bhai hai....she send them.....Cheap Woman/Aurat
,MISSED,0.41232982681141717,12,1,mostly_latin,Bach ke re tu bhai rape wape hojana h tera kisi din
,MISSED,0.4158122883117483,17,2,mostly_latin,Mohabbat sahab se start hua tha rape ka jo sala apni beti ko bhi nhi chhodta tha...
,MISSED,0.41656814678549947,24,1,mostly_latin,A rape pidit gareeb mahila ek sal se bhatak rahi hai nahi mila nayay police protection mila hai accused person ko kya karenge pic.twitter.com/3bj9Ptox52
,MISSED,0.42145499432975075,27,2,mostly_latin,"@SumitBhattacha6 is shahid ke mu mat lago,in sab rapist ke aulad hai,unki masiha ke tara,jo ke 55 sall umar me 09 saal ki ayesha ko rape kya"
,MISSED,0.42308831801146474,21,1,mostly_latin,Tum na izzat Jeet payi na dil or na trophy.. Jitni bhi izzat bachi thi woh bhi kho baithi.. Hate u..
,MISSED,0.4246452436461093,44,1,mostly_latin,hina kal insta pe aa jayegi. waha tum log minority bhi nhi ho. saare hina fans ki power shilpa k peeche lg jayegi ye bhi dhyan rkhna. ab tk shilpa ka twitter saaf pda hua h. hate messages se bhar denge kal aao jara
,MISSED,0.425099840055709,37,1,mostly_latin,Ye jis jagaa k hain 'P' waqaii koi muqaabla nahi karsakta...ye jo naa karain wo kam hai..kabhi insaan ka gosht khaatay hain to kabhi rape blah blah blah ...bohot naam roshan kya hai inho ne mulk ka...
,MISSED,0.42626007853618714,23,1,mostly_latin,5 din me 10 se upar ladkiyon ke rape hue haryana me par ye so called RAJPUT ghar se nahi nikle protest karne
,MISSED,0.4268987234661779,13,1,mostly_latin,ki jo maggi ji se hate karte hain wo muslim hi hote hain
,MISSED,0.4277365583229095,11,1,mostly_latin,"Elish mach bhi hate karti hu, chingri bhi toh kya hua?"
,MISSED,0.42806961833484797,13,1,mostly_latin,Aap log khud apni behnu ka rape kar rahe ho hamain kya sikhawoge
,MISSED,0.42825430517362845,17,1,mostly_latin,Peace Ki Baat Karte Hain Jaise Kashmir Me Pakistan Army Terror Kar Rahi Haiii.....Being Human....For Humanity..... pic.twitter.com/mNv94emEn7
,MISSED,0.43124664971100335,28,2,mostly_latin,"Hahaha,  to apni aurato ko hi rape ker diya,  Kareem 5 Lacs East Pak ki aurato ko rape ker diya aur jab Karne ki Bari aayi to surrender"
,MISSED,0.4320174235141377,22,1,mostly_latin,Waqayi ap logon k liye ghussa nikalne k or tariqay bhi Hain jese Kashmiriyo ko maarna or masoom larkio ka rape karna.
,MISSED,0.43761770272111256,30,1,mostly_latin,Thane me FIR tk darj nhi ki jati. Majburi me ladki ghar jakar aatmhatya kar leti hai. Pta h FIR kyo nhi likhi gai thi jis ladke ne rape kia
,MISSED,0.43868732769889285,29,1,mostly_latin,"Ek taraf didi bol rahe ho, dusari taraf usi didi ka rape hone ki baat kr rahe ho! Apna zamir bech k jhutha arop lgayenge h,vo kaha ki masoom"
,MISSED,0.4389938506810194,16,1,mostly_latin,SuChai TO Ye Hai Ks Ki ArMy Rape kRti Hai Ab KhNa Ye B JOoTh hai
,MISSED,0.442466590428294,21,2,mostly_latin,Sambitji jara un betiyonke bare me bhi sadness fill kijiye jinka rape aur murder kar diya gaya aapki Haryana State me
,MISSED,0.44368486744443186,24,1,mostly_latin,hamare foji jawan shaheed ho kar bhi haar jate hain ar dehshatgard mar ke bhi jeet jaate hain!utter reality of terrorism in pakistan #lahore
,MISSED,0.44406801135407487,24,2,mostly_latin,"Ghotale aur Rape ki umar Sarkar dwara sunishchit ki jaye, tabtak k liye inko woh kam krne k liye 10lac ka inam diya jaye"
,MISSED,0.4447708023300125,8,2,mostly_latin,Hate hate Babari DhamkakaGana In: http://youtu.be/PMTTrC8NDQA?a  via @YouTube
,MISSED,0.44512615194208066,30,1,mostly_latin,Ab rape ko b dhrm m baat diye ho.Wah yr kya mentality h tm logo ki.Yaha aaye din aise incident hote h koi dhrm jati Hindu Muslim ni pcuh rha
,MISSED,0.4461500684620011,21,1,mostly_latin,7 saal ki bacchi ka rape hua gurgaon me or aaj bhi log mansikta ki bajay kapdo ko dos dete hai.
,MISSED,0.44780303128083004,20,1,mostly_latin,Agar sanghion ki behan ka koi dusra sanghi rape kar de fir bhi ye apni behan ko hi galti manega.
,MISSED,0.44809676574305096,24,2,mostly_latin,"Tum rape k baat kar reheho toh main tumhe bolta hoon...  Saare Musolmaanyoo ko desh se nikal do, dekho 90% rape bandh ho jayega....."
,MISSED,0.44887942390970426,21,1,mostly_latin,"Apni ""Bharat Mata"" ki har aurat ka tum rape karna chahte ho aur kehte ho aazadi humse chahiye? Arrey kameenon,... http://fb.me/2qfox6epo"
,MISSED,0.45134163779221675,16,1,mostly_latin,1 Congressi ka channel hai to Hinduon se nafrat aur Mullon ki to chaatega hi na.
,MISSED,0.45160180699172847,28,2,mostly_latin,Par yaha to suar jhund bana ke army pe patthar fekte hai. Jis jamin ka namak khate hai usi pe terrorism faila ke nirdosho ki hatya karte hai
,MISSED,0.4519571022573342,13,1,mostly_latin,Modi ji ka khaadi pe photo-tumne Gandhi ji ko hata diya blah blah.
,MISSED,0.45237862977296156,11,1,mostly_latin,Dalit ladki ka rape Kiya tere bhai ne @ravishndtv ??https://twitter.com/BiharEtv/status/834759841780375556 …
,MISSED,0.4525676361370379,6,0,mostly_latin,Toilets tm log banwa ni sakte
,MISSED,0.4525994392244419,53,2,mostly_latin,12 saal ki ladki ke sath rape hua to faansi..aur agar 16 ki ladki ke sath hua to kya karoge??2 saal mein bail?? Ye konsa kanoon hai?Rape kisi bhi age ki ladki ke sath ho sakta hai. Fir kya hoga 2saal mein bail..??Agar crime proof ho jaaye to uska penis kaat do BAss@cmohry
,MISSED,0.45914290445919054,25,1,mostly_latin,"Sarkar banne ke bad Hindu hit me ek bhi faisla Jo bjp ke dwara liya gaya ho,bjp ko  gay,gobar,mandir,masjid aur nafrat faila kar vot chahiye"
,MISSED,0.4593211190257366,22,1,mostly_latin,@anuragkashyap72  jaha tak mujhe pta hai terrorism has no religion but still jab tak aap jaise log chutiyapa kabhi band nahi hoga
,MISSED,0.46012520145904123,8,1,mostly_latin,kahit gaano mopako ka hate lab paren kita
,MISSED,0.46046919475997095,24,1,mostly_latin,"Han rape hoa bachi ka wo bhi Maan baap ka qasoor tha, din deharray jawan jahan aulad maar daali tou bhi parents ka qasoor."
,MISSED,0.464698595997514,22,3,mostly_latin,Oye pagal terrorism ko maar goli and ye jo terrorism hai ye tum logo ki Pak ko badnaam karne     ki chaal hai
,MISSED,0.46579202601680125,21,1,mostly_latin,"kisi ladki ka periods mein mandir jaana, kisi ladke ke lode mein se khoon nikalne par mandir jaane waali baat hai"
,MISSED,0.47333733425471264,14,1,mostly_latin,dekho maryam ko vote ja raha tumhare fans ki taraf sa eman hate maryam
,MISSED,0.4753130232460913,24,0,mostly_latin,Filmoh-wale long so acchi batain karte hain. Rishi Kapoor ki roz kisi na kisi ladki ke sath affairs (rape) ki khabar aati hai !
,MISSED,0.47574133858957257,11,1,mostly_latin,I hate my university koi us jagah ko aag laga dey.
,MISSED,0.47677828071603195,15,1,mostly_latin,@digvijaya_28 Hum UP ke rape kuchh nahi bolenge waha jo gadhha bandhan hai SP Se
,MISSED,0.47725507545077595,25,1,mostly_latin,"Allah ne logoko brain name ki cheez hi nahi diyaVai agr kisiko hate Karna he to puri shiddhat se Karo na,,khudse jada unka news rakteho"
,MISSED,0.47822198847499486,15,2,mostly_latin,teri aukaat ye hai k tujhe tatti nation kehte hain aur Delhi ko rape capital
,MISSED,0.4784970902609821,30,1,mostly_latin,@sardanarohit sir giri hui soch rkhne wale ko show m na bulaya jae.  Usse desh m nafrat felti h.  Kafi aise log b hote h.. Jo khud m kch ni.
,MISSED,0.4800907022486504,16,1,mostly_latin,abhi tou keh rhy thy pyar Hy ab hate you Kya ye khula tazad ni Hy
,MISSED,0.48073398716128574,40,2,mostly_latin,"Aap September  2017 meh chal yeah report ing aajtak aur zee news ki udhar mass murderer kiya Gaye Hindu Ka aur woman's Ka rape aur conversation kiya gaye,bindi nikal diye Gaye.aise community  ko India meh rahena koe hak nahi hai."
,MISSED,0.4810610657909831,26,1,mostly_latin,bani is made to hate . Meri maa ko bola sab ayo help kro . Another case bani tumhari maa ko bola main kya kru .
,MISSED,0.4839782906536755,17,2,mostly_latin,shi kha.ye sale kutte ki olad netaon ki beti nhin inke to bete ka rape hona chahiye.
,MISSED,0.4843156380879936,36,1,mostly_latin,"Tum care karte hote toh samaj jate ke porkistan kitna zalil hai, Coz Tum Andhe bangaye ho tumhe dikhta nahi ke porkio ke vaje se har jaga terrorism phel gaya hai anpad log Aur hijada desh"
,MISSED,0.4880721744950091,16,1,mostly_latin,sasti lokpriyeta ke liye chote sale Modi ji per galat salat.jhuta mudda it hate rahta hai
,MISSED,0.4889343946000118,19,1,mostly_latin,"Rubbish ne mujhe bhi block kar rakha hai,maine badaun rape par iski reporting par sawal kiya tha https://twitter.com/Modifier08/status/834450496047902721 …"
,MISSED,0.4945548606985956,46,2,mostly_latin,Are yaar kabhi wo baba ji ko bhi yaad karlo na asaram bapu ram rahim jaise pakhandio ko inke hi sewa karo maa bahan ko bhejo inke hi paas kabhi ye ye news me suna hai ki mulla molvi ne kisi larki ka rape kiya hai
,MISSED,0.496802291989992,12,1,mostly_latin,Haaye! Tab to i also hate you duniya me sabse zyaada...Ab bolo!
,MISSED,0.49885024315996457,13,1,mostly_latin,Ab khtaam Hogaya  tum mat larna mujh sy please I hate phaday bazi
,MISSED,0.4997208742762276,15,1,mostly_latin,ghusa teesri shadi k baad thanda hoga i hate insafians  and love u miyaa sahib
,caught,0.5003509490220472,25,3,mostly_latin,Sare terrorist jihad ka naam pahle lete hai baad me musalman.meri bahen ka rape karne gaye mullo ko woh gagar muli ki tarah kat degi
,caught,0.5011083779611395,11,1,mostly_latin,Apni beti ke rape jo banigala me hoowa tha comment karo
,caught,0.5017848220716828,11,3,mostly_latin,"I hate jihadi bhai, and also hare bhakt, dono kamine hain"
,caught,0.5051285252278983,23,1,mostly_latin,40 saal ke.muslim NE ek 4-5 saal ki bachhi ka rape kiya. Ye Muslims ki insaniyat  ko dikhata hai....Right? @Shehzad_Ind what's ur view?
,caught,0.5107248169859624,20,2,mostly_latin,Pakistan Hindu ki gaand mei danda dete hain aur hindus apni women ko rape kar ke kush ho jatain hain.
,caught,0.5113402536660379,19,1,mostly_latin,Armaan k ek v song  nominate nahi hua.. jin logo ne esa kiya ..unn logo ko..i hate dis peoples..
,caught,0.511640896483747,44,2,mostly_latin,"@isalilsand Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt"
,caught,0.5121262178213615,23,2,mostly_latin,main blasts inty hugye k ab hum kehti hain chota mota blast tha 5-6 log maray hain sirf ? Rip humanity #Pakistan #CharsadaBlasts
,caught,0.514309501504859,28,1,mostly_latin,Kitne Bangladeshi k khoon se tumlogo ka haat ranga h ye pata h? Kitne bangal women ka rape kiya tha tere army ne pata h?? Insaniyat ki basy
,caught,0.5143278759828036,44,1,mostly_latin,"@timesofindia 26 January ko Haryana ki jhanki me ""Rape aise hota hai"" darshaya jayega. Scene kuch iss tarh hoga: Kuch gunde ek Nabalik ka rape kar rahe honge aur LG, Prsident, PM, Vice-President, CJI, LS Speaker mook darshak bhism Piatamah ki tarah baithe honge."
,caught,0.5155704255998337,22,1,mostly_latin,Shozi ghor se dekhain mein ne Hira ki li hai side or Tayyab ko kanjoos bola hai I hate you now bye
,caught,0.5175826775102083,29,1,mostly_latin,"Bhai karni sena waalon, #Padmaavat pe jitna halla machaya hai, jitney dande bajaye hain, kisi rape case pe bhi machado to ye society pe bada aabhar hoga. Thank you!"
,caught,0.5179460419608467,29,0,mostly_latin,Ye Sab Pak Ke Agent Hai Kashmir Me Jo Begunahoo Ka Khoon Bahate Hai Fir Apne Pe Aati Hai To Talk Ki Baat Karte Hai..Lagta Hi Paise aane Band
,caught,0.5180879082298723,22,2,mostly_latin,"Haha yahi toh hai, Tum log jhoot ke Sahare Zinda ho. Anpad desh terrorism phela raha hai. Jake porki kha ke porki"
,caught,0.5185361468189625,16,2,mostly_latin,Gandagi ke dher se tum jess pillay pida hote hen rape ki paidwar ho tum log.
,caught,0.523192281609917,18,1,mostly_latin,I hate pungi ....unka Naam maat lo mere samne ......Shilpa or Arshi k jhagde ki wajha Wahi hai
,caught,0.5233948899690614,15,3,mostly_latin,Apne Virodhiyion ko Online Rape and Gang Rape ki Dhamki dena ..Kis ki Sanskriti hai.???
,caught,0.5234870479756518,24,3,mostly_latin,Ye le madarchod dekh iss video ko kase tera Fauji urf terrorist baloch awrto ka rape krr rahe hain. Live video de Raha Hun.
,caught,0.5268311648792428,47,2,mostly_latin,"@isalilsand Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt #Entertainment ki raat"
,caught,0.5286186791622989,15,1,mostly_latin,"Bullet train gayi bhaad mein........ab NAFRAT,  SHAMSHAAN AUR KABRISTAN KI NEECH RAJNEETI kar raha Fenku."
,caught,0.529622460769896,15,2,mostly_latin,Ye fauji na houn toh hindu roz tumhare maan ka rape karein.madarchod kuttey ke bacho
,caught,0.5313322916500182,15,1,mostly_latin,So much hatred?. But dont worry teri aukaat uske jute chaatne ki bhi nahi hai
,caught,0.5313387779324011,29,1,mostly_latin,"Jis islam ne #yahudiyo ke sath kiya, waise hi hinduo ke sath ho rha h, bas is islamic ideology se nafrat krte h ham, na ki kisi muslim se"
,caught,0.5339437262253087,17,1,mostly_latin,@ imARanjan @Mujibansari6 @atifgujjar302 @thesushmitasen @vivekjayswal2 are Isi liye to bar bar bar hate Ho India se
,caught,0.535803239348025,62,1,mostly_latin,International media ne sahi survey kiya ha k bharat me hr 15 mint me ak auret ka rape hota ha so ap k baat or wording se yaqeen ho gea k kia respect deity or kis trah se female k sath ap log baat krty  ha 2019 choro abi ki baat kro kl kis ne dekha hm abi invite kre ha ajao
,caught,0.5358316422742093,28,1,mostly_latin,Acha ye batao ye jo tum is tarah ki tweets daal rahe ho ye ghalat ni? terrorism tou tum phaila rahe ho. apni umer dekho aur harkatein dekho.
,caught,0.5360660939083988,19,1,mostly_latin,Agar tum bani Ko hate karta ho toh time kyu waste kar rahe ho by posting on bani posts
,caught,0.5368253377597755,29,1,mostly_latin,I hate prince the most. Kahi dikh gaya to jootee maar maar ke uska sada hua muh kharab krdunga jis muh se harr ladki ko kiss deta firta h.
,caught,0.5374384242000052,24,2,mostly_latin,tumhare allah ki ma ki ankh..bc ab to sudhro..wo allah haramkhor 9 sal ki ayeaha  ka rape karata tha aur tum.usake gun gaate ho
,caught,0.53860599563561,10,1,mostly_latin,"I hate formalities, Bhai tum bhi insan ho main bhi."
