,tweet_id,text,label
10,1478993077742157825,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb These youths are getting influenced by BJP youth leaders like Tejasvi who constantly tries to spread hatred and animosity among religions. https://t.co/KXnlrc3qG4 @Martin_d1982 @srivatsayb Harsh but truth!
Truth can't be held hostage to niceties especially when the other side is committed to eliminate you the first chance it gets.",NOT
11,1478993740492513281,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb These youths are getting influenced by BJP youth leaders like Tejasvi who constantly tries to spread hatred and animosity among religions. https://t.co/KXnlrc3qG4 @Martin_d1982 @srivatsayb He wasn't even born in 1947. So who forced Nehru/Gandhi  to partition India and carve out a separate  Islamic  country? Wasn't communal hatred very much there then ?",HOF
12,1478699056624914432,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb These youths are getting influenced by BJP youth leaders like Tejasvi who constantly tries to spread hatred and animosity among religions. https://t.co/KXnlrc3qG4 @Martin_d1982 @srivatsayb He is one Andhkaar failane wala Andhbhakt bhadva dalaal and many who follow him are worse dalle 😂😂",HOF
13,1478646508979310593,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb These youths are getting influenced by BJP youth leaders like Tejasvi who constantly tries to spread hatred and animosity among religions. https://t.co/KXnlrc3qG4 @Martin_d1982 @srivatsayb So Radicalised Anti Hindu Terrorist Sympathiser KHANgressi chamcha think his Italian Master is Spreading Love.
No wonder these KHANgressi abuse and insult hindus and hindu gods. https://t.co/bAMJ7p722w",HOF
14,1478642835842686977,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Maino's Son - PM candidate and Interim party president and frequent traveler
Vatsa? keyboard warrior",NOT
15,1478647191602270213,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Maino's Son - PM candidate and Interim party president and frequent traveler
Vatsa? keyboard warrior @ChethanRao12 @srivatsayb He does not mislead youth or teach hate crime.",NOT
16,1478643993818714112,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM",NOT
17,1478645442250358788,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb not forgot, He is afraid of Gandhi",NOT
18,1478646190505807873,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb What's is wrong with this ????",NOT
19,1478648319354163200,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb shame on u taklu for sharing fake screenshot",HOF
20,1478651452688146432,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb He alsl forgot Nidhi Ji almost getting into havard",NOT
21,1478655166542794752,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb IT cell walon ko bolo editing to thodi achhe se karvaye...dekhte hi pata chal raha hai ki saste wali fake degree photoshop karke felayi jaa rahi hai..waise bhi Door door tak sach se na IT cell walo ka ya andhbhakt mandli ka kuchh lena dena hi nahi hai",HOF
22,1478679545242816513,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @anashmika @srivatsayb He forgets upon being thrown a few #pedigree biscuits .",HOF
23,1478685823633481728,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb Pls post Yale degree &amp; fekendra degrees too..",HOF
24,1478983782317318146,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb Thats a fake letter. Format and layout ???",NOT
25,1479050839599681538,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb But the difference is his supporters are spreading brotherhood of man",NOT
26,1479094842609176576,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb Yeah but they don't propagate hate crimes and motivate others to do violence..",NOT
27,1479519056613019652,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb english sikh li pr whatsapp university ki degree ko nahi chhoda hutiye uncle ji ne",HOF
28,1479641330791829506,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb Tht seem to be fake, there is spelling mistakes of Name.",NOT
29,1481292262839840771,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb At the age of 34, he is doing MPhil",NOT
30,1482216603597303810,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb Selective amnesia",HOF
31,1478661719392096256,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb One more Chutiya spotted who believe in IT cell fakes...
What can we expect from a bhakt of a fake degree chutiya",HOF
32,1478762975708123139,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb Soon we will see you in jail for spreading fake news, be careful.",HOF
33,1479549505150152706,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb Modi ki bhi daal de bhai degree... Jo hai sach toh hai isne chupaya toh nhi... Us randve ki tarah",HOF
34,1478755113401405440,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb what you are showing new congress ko to tum badnaam kehte hi the..apne ko mahaan batate the... ab batao mahaan khud ko..tumko to mauka nai mila warna desh wapas angrexo ko saup dete .... bloody bhakts",HOF
35,1478659592569589762,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @SriRamya21 @srivatsayb Hey bhagwan! What's the point of studying so much if you remain an idiot",HOF
36,1480122002358747136,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Why did you forget this.... https://t.co/zhWZ1Yr9mM @TNSubbaRao1 @srivatsayb Not bad, I'm suprised that this drug addict drunkard rapist spoilt kid has scored this much 👏👏👏",HOF
37,1478644526419951618,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb @coolfrnds4u Bhakt children even before touching teenager 

 https://t.co/smNCaKf5Zx",HOF
38,1478646783186067456,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb @coolfrnds4u Bhakt children even before touching teenager 

 https://t.co/smNCaKf5Zx @Bhola4U @srivatsayb @coolfrnds4u Educated🎓 Owaisi meanwhile in public speech🙃, secularism😅",HOF
39,1478880322615865346,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb @coolfrnds4u Bhakt children even before touching teenager 

 https://t.co/smNCaKf5Zx @Bhola4U @srivatsayb @coolfrnds4u You can also include the videos of brainwashed children of your community, spitting venom against hindus. You can find many of them easily.",HOF
40,1478778078914494471,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb @ShadmaTahseen And Sonia Gandhi's son : Cambridge
While Maharashtra in 2022. India? https://t.co/LK29CBYjGT",NOT
41,1478787917451444224,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb @ShadmaTahseen And Sonia Gandhi's son : Cambridge
While Maharashtra in 2022. India? https://t.co/LK29CBYjGT @Mystic_Soul25 @srivatsayb @ShadmaTahseen Motu's son is still illiterate though",HOF
42,1478773995516301312,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb @pikaso_me screenshot this",NOT
43,1478774021072187392,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb @pikaso_me screenshot this @nairgur @srivatsayb Here's your screenshot. For more options (like dark mode), please visit https://t.co/6fIpjtsiEr. https://t.co/14dO6mkBBd",NOT
44,1478712130073350148,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Sach bata pappu kiska beta hai? https://t.co/5XVTC5Y2dA",HOF
45,1478713914187603975,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Sach bata pappu kiska beta hai? https://t.co/5XVTC5Y2dA @RGKMKB1 @srivatsayb 😂😂😂😂",HOF
46,1478737271629090816,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Isn't it the same politics used by dynasty ghandy family, but atleast I can assure these ppl who u mentioned atleast know how to talk, much better than RG, patha nhi apne RG ek baat krna hota n usko ghoomake hazar baatien boltdete h",HOF
47,1478782762521817090,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Isn't it the same politics used by dynasty ghandy family, but atleast I can assure these ppl who u mentioned atleast know how to talk, much better than RG, patha nhi apne RG ek baat krna hota n usko ghoomake hazar baatien boltdete h @Shashi_Reddy @srivatsayb Talking bs does not count except in gobar eating ecosystem, right?",HOF
48,1479149551470604289,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Sonia's son 7th fail.",HOF
49,1479264144998154241,"Goyal's Son : Harvard
Javdekar's Son : Boston Univ
Rajnath's Son : Leeds Univ
Nirmala's Daughter : NW Univ
RS Prasad's Son : Cornell
Amit Shah’s Son : BCCI

While Vishal Jha, Shweta Singh, Mayank Rawal will be in Jail for years for spreading hate to keep Modi in power. New India! @srivatsayb Sonia's son 7th fail. @AP4India @srivatsayb 🤣🤣🤣👏🤣",HOF
50,1462412497084825600,"The only thing I want to say to the Islamophobic State.

#SharjeelImam #Shaheen_Bagh
#JNU #Chakaa_jaam_is_not_sedition
#releaseallpoliticalprisoners https://t.co/ZGlwRnwXGD",HOF
51,1464690560719982597,"The only thing I want to say to the Islamophobic State.

#SharjeelImam #Shaheen_Bagh
#JNU #Chakaa_jaam_is_not_sedition
#releaseallpoliticalprisoners https://t.co/ZGlwRnwXGD @MujtabaAasif CAA also not against muslims",NOT
52,1464695051829886980,"The only thing I want to say to the Islamophobic State.

#SharjeelImam #Shaheen_Bagh
#JNU #Chakaa_jaam_is_not_sedition
#releaseallpoliticalprisoners https://t.co/ZGlwRnwXGD @MujtabaAasif CAA also not against muslims @Naveen28619416 @MujtabaAasif yes, its against constitution.

yes CAA is based on communal lines.

so it must be taken back, withdrawn.",HOF
53,1464702379454988292,"The only thing I want to say to the Islamophobic State.

#SharjeelImam #Shaheen_Bagh
#JNU #Chakaa_jaam_is_not_sedition
#releaseallpoliticalprisoners https://t.co/ZGlwRnwXGD @MujtabaAasif let this sink into ur brain ""Sharjeel Imam stated that he would move lakhs of Muslims to cut of India from its North East region."" It is a direct threat to GOI that he will attack at the choke point n make you vulnerable against ur enemies. How can v say this is not anti national",HOF
54,1464703769363435520,"The only thing I want to say to the Islamophobic State.

#SharjeelImam #Shaheen_Bagh
#JNU #Chakaa_jaam_is_not_sedition
#releaseallpoliticalprisoners https://t.co/ZGlwRnwXGD @MujtabaAasif let this sink into ur brain ""Sharjeel Imam stated that he would move lakhs of Muslims to cut of India from its North East region."" It is a direct threat to GOI that he will attack at the choke point n make you vulnerable against ur enemies. How can v say this is not anti national @MujtabaAasif Now people R arguing that he meant to blockade n not cut off. I ask what is the difference? A blockade would effectively block all essential supplies n troop movements to the NE. Are V so naive to not see his true intentions or have V sold our conscience to enemies of our nation.",HOF
55,1464705525438816257,"The only thing I want to say to the Islamophobic State.

#SharjeelImam #Shaheen_Bagh
#JNU #Chakaa_jaam_is_not_sedition
#releaseallpoliticalprisoners https://t.co/ZGlwRnwXGD @MujtabaAasif let this sink into ur brain ""Sharjeel Imam stated that he would move lakhs of Muslims to cut of India from its North East region."" It is a direct threat to GOI that he will attack at the choke point n make you vulnerable against ur enemies. How can v say this is not anti national @MujtabaAasif It is important to remember that, it is the constitution which gives us our freedom of speech n within the confines of constitution there are ways to take this freedom away. Freedom of speech does not mean u say anything, as a leader u need to be responsible for the words u say. https://t.co/0uNcqyhlJ2",NOT
56,1471455877945180160,"""Umar Khalid is not a terrorist, Sharjeel Imam is not a terrorist"" - Arundhati Roy loud and clear as always
#BK16 #UmarKhalid #SharjeelImam 

1/3 https://t.co/xhJDXfrxLs",NOT
57,1471455913303154692,"""Umar Khalid is not a terrorist, Sharjeel Imam is not a terrorist"" - Arundhati Roy loud and clear as always
#BK16 #UmarKhalid #SharjeelImam 

1/3 https://t.co/xhJDXfrxLs ""Khurram Parvez is in jail today... Because he is actually exposing terrorism and the terrorist that Indian state is.""
#KhurramParvez #Kashmir 

2/3 https://t.co/yi8CgkqON9",NOT
